,UniqueID,no_intake_question,no_retest1_question,no_retest2_question,SET_program_num,ETO_PROGRAM,SET_admin_num,baseline_type,enroll_SET_type_num,enroll_SET_type,cycle_1_1,cycle_1_2,phase_1_1,phase_1_2,cycle_new,phase_new,newly_enrolled,early_or_end,intake,retest,GRYD_Zone_num,INTERVIEW_DATE_FB,ENROLLMENT_DATE_1,AGE_1_FB,SEX_1,GROUP_POSITION_1,group_position,TATTOO_REMOVE_1,comments_page1_1,S1,S2,S3,S4x,S5x,S7x,S6ax,S6b_Other_Activities,S9,S10,S10_num,S10x,S10z,S11a,S11a_Comments,S11b,S12,S13,S14,S16,ME17,ME18,ME19,ME20a,ME20b,ME20x,ME22_ER,P22,P23,P24,P25,P26,C1a,C1b,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,Group_name_part1,PUSH_1,PULL_1,FS89_foster_now,FS89_foster_past,FS89_group_now,FS89_group_past,FS89_adopted_now,FS89_adopted_past,FS89_parents_now,FS89_parents_past,FS89_relatives_now,FS89_relatives_past,FS89_spouse_now,FS89_spouse_past,FS89_boygirlfriend_now,FS89_boygirlfriend_past,FS89_alone_now,FS89_alone_past,FS90_younger,FS90_teenagers,FS90_20_29_adults,FS90_30_49_adults,FS90_older_adults,F1,F2,F3,IF_NO_FAMILY_TEXT,no_fam_num,F4,F5,FS91,FS92,FS93,FS94,FS95,FS96,FS97,FS98,FS100,FS101,FS102,FS103,FS104,FS105,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16a,F16bx,F17x,F18,F19,F20,F21,F22x,F23x,F24x,F25x,F26,F27,F28x,F29,F31x,F31b,group_name_part2,no_group_num,G2,G3a,G3b,EG1,EG2_most,EG2_youngest,EG2_oldest,EG3,EG4x,G5,G5_num,G6,G7,G8,G9,X11_FIXED,G10x,G11,G12x,G13,G14x,G15,G16,G17,G18,G19,G20,G21,G22a,G22bx,G23x,G24,G25,G26,G27,G28x,G29x,G30x,G31x,G32,G33,G34x,G35,G36x,G36b,G37,X18,X19,X20,X21,X22,A1,A1_Description,A2,A2_Description,A3,A3_Description,A4,O1_other_group_name,no_othgp_num,O4,O5,O6,O7x,O8,O9,X12_FIXED,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19a,O19b,O20x,O21,O22,O23,O24,X10,X11,X12,X13,X14,X15,X16,X17,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8_Not_Honest,Completed_by_CIW,CIW_CLIENT_ID,CIW_INTERVIEW_DATE,CIW_COMPLETED_DATE,CIW1,CIW2,CIW3,CIW4,CIW5,CIW6_COMMENTS
28,31435, , , ,2,2,1, ,1,intake,1,777,2,777,1,2,999,999,1,777,999,5/24/2016,4/15/2016,17,1,2,2,0,Blank,1.0,0.0,0.0,22.5,0.0,0.0,0.0,"Nothing, I just go home.",4.0,0.0,0,1.0,0.0,0.0,777,0.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,4.0,5.0,1.0,0.0,1.0,180.0,0.0,,0.0,,0.0,,No name,Nope. Havent seen anyone and right now everyone is trying to do good.,Getting sent to camp,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1,30,4,777,1.0,2.0,7.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,777,0.0,777,1.0,Acquintances,0,Acquaintances,1.0,4.0,5.0,5.0,7.0,0.0,0.0,0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,4.0,2.0,0.0,4.0,2.0,3.0,3.0,Blank,777,SSSEARE-0-66-1, , ,,,,,,no page 17 completed
29,33278, , , ,2,2,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,999,6/14/2016,6/2/2016,18,1,2,2,0,Blank,0.0,0.0,0.0,30.0,0.0,0.0,0.0,777,1.0,0.0,0,0.0,0.0,0.0,777,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,180.0,0.0,,0.0,,0.0,,No name,Nothing,There is no group,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0,30,4,777,1.0,5.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,777,0.0,777,1.0,Childhood friends,0,Childhood friends,1.0,1.0,1.0,1.0,0.0,4.0,5.0,2,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,9.0,2.0,9.0,9.0,9.0,0.0,0.0,4.0,1.0,0.0,4.0,3.0,4.0,1.0,Blank,777,SSSEARE-0-69-1, , ,,,,,,no page 17 completed
30,24792,2,2, ,2,2,3, ,3,retest2,777,2,777,6,2,6,777,2,777,2,999,3/24/2016,5/8/2015,18,2,3,3,0,Blank,1.0,0.0,0.0,0.0,10.0,30.0,5.5,"Play basketball, Church, read or watch documentaries",5.0,3.0,3,1.0,1.0,0.0,777,0.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,4.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,No name,"Yes, going to camp it made me appreciate being out more, being free. I don't like when my freedom is taken away.",Realizing that I need to straighten up and do the following: 1) Graduate from H.S. 2) Find a job 3) Be a better example to my younger siblings,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1,10,4,777,1.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,5.0,5.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,"School friends, Church, Friends, Neighborhood friends",1.0,GRYD Re-entry,1.0,"GRYD re-entry, basketball, and church friends",1,GRYD RE-ENTRY,1.0,5.0,3.0,5.0,1.0,4.0,4.0,3,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,0.0,1.0,4.0,Blank,777,SSSEARE-0-7-1, , ,,,,,,no page 17 completed
31,34214, , , ,2,2,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,999,8/19/2016,8/16/2016,18,1,2,2,0,Blank,0.0,0.0,0.0,4.0,0.0,0.0,4.0,School,3.0,2.0,2,1.0,0.0,1.0,My dad passed away,1.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,0.0,1.0,180.0,0.0,,0.0,,0.0,,No name,When a close friend passed away,When I was locked up and I went to school new doors opened.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,1,31,2,777,1.0,0.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,Homies,1.0,13.0,0.0,,3.0,,,,0.0,0.0,3.0,3.0,5.0,3.0,1.0,7.0,2,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,1.0,3.0,3.0,Blank,777,SSSEARE-0-71-1, , ,,,,,,no page 17 completed
32,34262, , , ,2,2,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,999,8/19/2016,8/12/2016,16,2,2,2,0,Blank,0.0,0.0,0.0,35.0,20.0,0.0,30.0,"Dance, music, school",2.0,2.0,2,0.0,0.0,1.0,Life,0.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,60.0,1.0,180.0,1.0,1.0,0.0,,1.0,120.0,No name,"Yes, I'm changing in a positive way.",Me being locked up,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,5,2,777,1.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,School,1.0,Dance team/Mentoring squad,0.0,777,0,Mentoring Squad,1.0,0.0,3.0,0.0,3.0,3.0,1.0,2,5.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,1.0,5.0,3.0,2.0,2.0,2.0,9.0,9.0,9.0,0.0,0.0,4.0,1.0,3.0,4.0,3.0,4.0,2.0,Blank,777,SSSEARE-0-72-1, , ,,,,,,no page 17 completed
33,35720, , , ,2,2,1, ,1,intake,1,777,2,777,1,2,999,999,1,777,999,1/3/2017,12/22/2016,18,1,4,4,0,Blank,0.0,0.0,0.0,25.0,2.0,0.0,0.0,777,6.0,2.0,2,1.0,0.0,0.0,777,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,1.0,0.0,1.0,180.0,0.0,,0.0,,0.0,,Homies,Did 10 months locked up,I turned 18 while in camp,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0,0,4,777,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,Homies,1.0,11.0,0.0,,6.0,18.0,12.0,50.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,7.0,3,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,School,0.0,777,1.0,GRYD,1,GRYD,1.0,5.0,0.0,5.0,3.0,3.0,3.0,2,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,4.0,0.0,0.0,6.0,6.0,4.0,2.0,4.0,1.0,4.0,5.0,2.0,Blank,777,SSEARE-0-77-1, , ,,,,,,no page 17 completed
34,36534, , , ,2,2,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,999,1/12/2017,12/7/2016,17,1,4,4,0,Blank,1.0,0.0,0.0,40.0,0.0,0.0,0.0,777,0.0,0.0,0,1.0,0.0,0.0,777,0.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,30.0,1.0,180.0,1.0,30.0,0.0,,1.0,90.0,No name,Be good and nothing should happen to you. Be locked up in camp,Dont do what your not supposed to. I am just focusing on what I need to so I can get off of probation.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,,,0,5,6,777,1.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,Nice people/Friends of school,0.0,777,0.0,777,0,School friends,1.0,5.0,4.0,5.0,1.0,0.0,2.0,2,5.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,4.0,3.0,2.0,Blank,777,SSSEARE-0-82-1, , ,,,,,,no page 17 completed
35,37250, , , ,2,2,1, ,1,intake,1,777,2,777,1,2,999,999,1,777,999,3/7/2017,2/16/2017,16,1,3,3,0,Blank,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Football,2.0,1.0,1,0.0,0.0,0.0,777,0.0,3.0,1.0,5.0,4.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,1.0,0.0,1.0,180.0,1.0,0.0,0.0,,0.0,,Crew,Being locked up is making me think about my future,Just thinking about where I want to be in 5 years,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,5,4,777,1.0,3.0,7.0,5.0,2.0,1.0,5.0,4.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,3.0,Crew,1.0,12.0,1.0,16.0,4.0,,,,1.0,1.0,3.0,3.0,5.0,0.0,3.0,2.0,2,7.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0,5.0,1.0,3.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,777,1.0,High school football,0.0,777,0,No name,1.0,1.0,3.0,1.0,3.0,4.0,5.0,9,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,0.0,2.0,9.0,2.0,0.0,9.0,0.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,It was more a level of understanding the questions. Even when I explained and articulated the question in different ways.,777,SSSEARE-0-86-1,9/9/1999,9/9/1999,3.0,2.0,3.0,2.0,3.0,I think that this client has to change his mindset to be successful. We are working hard to make that happen. Client is engaged in program.
36,37250, , , ,2,2,2, ,2,retest1,1,777,777,5,1,5,999,999,777,1,999,8/30/2017,2/16/2017,16,1,4,4,0,Blank,0.0,0.0,0.0,20.0,6.0,0.0,0.0,777,2.0,1.0,1,0.0,0.0,0.0,777,0.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,1.0,30.0,1.0,180.0,0.0,,0.0,,0.0,,Crew,Being locked up made think about my future plans.,I don't want to go to camp or be locked up again.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,5,4,777,1.0,3.0,7.0,5.0,2.0,2.0,3.0,4.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,Crew,1.0,12.0,1.0,16.0,4.0,20.0,17.0,25.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,7.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,1.0,0.0,9.0,2.0,0.0,9.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,Blank,999,SSSEARE-0-86-1, , ,,,,,,no page 17 completed
37,37632, , , ,2,2,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,999,5/2/2017,4/19/2017,17,1,4,4,0,Blank,1.0,1.0,0.0,5.0,1.0,0.0,5.0,I go to school and do my homework sometimes,3.0,0.0,0,1.0,0.0,0.0,777,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,25.0,1.0,180.0,0.0,,0.0,,0.0,,No group,Having my baby and not being able to be there to help my girlfriend,Taking care of my family,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,2.0,,1,31,5,777,1.0,0.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,888,1.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,3.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,5.0,1.0,Blank,999,SSSEARE-0-87-1, , ,,,,,,no page 17 completed
38,43479, , , ,2,2,1, ,1,intake,777,2,2,777,2,2,1,777,1,777,999,4/25/2018,3/28/2018,18,1,3,3,0,Blank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777,2.0,0.0,0,0.0,0.0,0.0,777,0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,0.0,1.0,180.0,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,,0,0,4,777,1.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,1.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,4.0,2.0,0.0,4.0,4.0,3.0,2.0,Questions pertaining to involvement in group,999, , , ,,,,,,no page 17 completed
40,39075, , , ,2,2,1, ,1,intake,1,777,2,777,1,2,999,999,1,777,999,9/29/2017,8/8/2017,16,2,1,1,0,Blank,0.0,0.0,0.0,30.0,3.0,0.0,0.0,777,3.0,0.0,0,0.0,0.0,0.0,777,0.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,3.0,1.0,30.0,1.0,180.0,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,0,5,2,777,1.0,2.0,2.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,2.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0,3.0,2.0,Blank,999,SSSEARE-0-90-1, , ,,,,,,no page 17 completed
41,39229, , , ,2,2,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,999,6/23/2017,5/19/2017,18,1,4,4,0,Client appeared to be apprehensive about the questions because of his past dealings w/ the legal system.,0.0,0.0,1.0,30.0,0.0,0.0,2.0,GRYD Program,3.0,1.0,1,1.0,1.0,1.0,Moving to South LA. Never lived outside of San Fernando Valley.,1.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,180.0,0.0,,0.0,,1.0,0.0,Soak It Up,"Yes, older brother went to jail and is facing prison time - this happened right before cliient was released from camp. In addition, client lost homies while locked up.",No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,1.0,0,0,16,777,1.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,Giants,1.0,12.0,0.0,,6.0,21.0,10.0,67.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,6.0,3,6.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,777,1.0,"GRYD, GRYD Reentry",0.0,777,1,GRYD,1.0,5.0,5.0,5.0,0.0,5.0,0.0,1,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,4.0,0.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,Group activities,999,SSSEARE-0-93-1, , ,,,,,,no page 17 completed
42,39870, , , ,2,2,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,999,8/17/2017,7/21/2017,17,1,2,2,0,Blank,0.0,1.0,1.0,20.0,0.0,20.0,6.0,Me gusta di bujar.,3.0,0.0,0,1.0,0.0,0.0,777,0.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,5.0,1.0,5.0,1.0,45.0,1.0,136.0,0.0,,0.0,,0.0,,Amigos,La verdad no formo parte de una pandilla.,Algo que me empujo a cambiar mucho fue mi hijo.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.0,2.0,,3,5,5,777,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,Amigos,1.0,11.0,1.0,17.0,6.0,18.0,11.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,0.0,3.0,4.0,Blank,999,SSSEARE-0-95-1, , ,,,,,,no page 17 completed
